1954.PER,>,1936.ELLcarlud,deduced
1954.Pcarlud,!,1936.ELL_IC,deduced
1954.PER,{=, >, <, ><},1936.ELL,inferred
1954.PER,{>, !, ><},1936.ELL_IC,inferred
1954.Pcarlud,<,1936.ELL,inferred
1954.Prectir,{<, !, ><},1936.ELL,inferred
1954.Prectir,{=, >, <, !, ><},1936.ELL_IC,inferred
1954.Psubcin,{<, !, ><},1936.ELL,inferred
1954.Psubcin,{=, >, <, !, ><},1936.ELL_IC,inferred
1954.Pcarlud,=,1936.ELLcarlud,input
1954.Prectir,!,1936.ELLcarlud,input
1954.Psubcin,!,1936.ELLcarlud,input
